loan_amnt,emp_length,home_ownership,annual_inc,addr_state
5000,2 years,RENT,51996,CT
9000,< 1 year,MORTGAGE,33612,MD
18250,8 years,RENT,52000,FL
25000,6 years,RENT,84000,CA
8000,10+ years,MORTGAGE,49590,CA
8000,5 years,RENT,46700,MD
15000,5 years,RENT,65000,CA
6125,3 years,OWN,61360,FL
12000,5 years,OTHER,75000,NJ
13000,2 years,MORTGAGE,130000,FL
15000,9 years,MORTGAGE,101416,MD
12000,10+ years,MORTGAGE,67430,CA
12000,4 years,MORTGAGE,190000,TX
12000,2 years,RENT,45000,PA
8950,1 year,RENT,39000,CA
11000,7 years,MORTGAGE,50400,AK
5600,3 years,RENT,70000,NY
13000,8 years,MORTGAGE,100000,LA
10000,10+ years,MORTGAGE,68000,NY
8800,< 1 year,MORTGAGE,66500,NH
15000,5 years,OWN,160000,IL
8500,2 years,RENT,18000,NY
6500,< 1 year,RENT,65000,MI
1200,< 1 year,RENT,15600,UT
22000,3 years,MORTGAGE,155000,CA
12000,< 1 year,RENT,60000,OH
18000,6 years,MORTGAGE,112500,FL
2000,4 years,OWN,55000,PA
15000,4 years,RENT,60000,VA
4000,8 years,OWN,78000,AL
3000,2 years,MORTGAGE,175000,IL
6000,1 year,RENT,22500,WA
20000,2 years,RENT,65500,GA
12000,10+ years,RENT,50000,MA
20000,2 years,RENT,120000,IL
5000,5 years,MORTGAGE,50000,GA
15000,< 1 year,OWN,23040,CO
15000,4 years,RENT,50500,VA
6500,< 1 year,MORTGAGE,30000,CO
18000,10+ years,MORTGAGE,85000,MA
25000,< 1 year,MORTGAGE,125000,VA
3000,< 1 year,OWN,62500,LA
19400,2 years,MORTGAGE,130000,NJ
10000,< 1 year,RENT,60000,DE
7000,10+ years,MORTGAGE,120000,CA
8000,4 years,RENT,62000,MA
5000,< 1 year,MORTGAGE,96000,CO
20000,10+ years,MORTGAGE,60000,FL
8000,8 years,RENT,35000,CA
6000,2 years,MORTGAGE,42000,CA
5000,< 1 year,RENT,48000,FL
3400,7 years,RENT,28404,VT
6000,10+ years,RENT,25200,GA
4650,5 years,OWN,28672.8,NY
7000,2 years,MORTGAGE,42000,GA
13000,< 1 year,RENT,70000,CA
2500,< 1 year,RENT,25000,CA
16750,< 1 year,MORTGAGE,115000,TX
6000,< 1 year,RENT,60000,PA
2500,< 1 year,MORTGAGE,38000,CA
11000,3 years,OWN,30016.32,CT
10000,6 years,RENT,130000,NJ
16000,5 years,MORTGAGE,189000,IL
15000,< 1 year,MORTGAGE,50000,CA
3500,7 years,OWN,62000,CA
5000,4 years,OWN,30000,NY
13000,< 1 year,RENT,156000,TX
11500,7 years,MORTGAGE,40499,CO
4500,3 years,MORTGAGE,64260,LA
9500,5 years,RENT,47000,TX
20000,10+ years,MORTGAGE,154000,FL
12000,10+ years,RENT,50000,NY
10000,2 years,RENT,55000,TX
5000,2 years,RENT,32968,FL
2700,< 1 year,OWN,12000,NY
7000,5 years,RENT,65000,GA
8000,4 years,MORTGAGE,75000,RI
10000,< 1 year,RENT,32580,FL
6000,10+ years,RENT,80000,NJ
8000,< 1 year,RENT,36000,CA
6500,1 year,RENT,24000,IL
25000,2 years,RENT,47000,CA
16000,10+ years,MORTGAGE,70000,AZ
25000,1 year,MORTGAGE,65000,MI
8000,< 1 year,RENT,88500,DC
15000,10+ years,OWN,130000,CA
9000,9 years,MORTGAGE,75996,TX
14000,< 1 year,MORTGAGE,44000,TX
20000,7 years,RENT,75000,CA
4800,< 1 year,OWN,28500,IL
7000,2 years,RENT,38500,MA
13500,10+ years,MORTGAGE,59068,AR
15000,< 1 year,MORTGAGE,84000,MN
20000,4 years,MORTGAGE,100000,NJ
13000,5 years,MORTGAGE,56000,GA
10000,3 years,MORTGAGE,98000,GA
8000,3 years,RENT,48701,NY
2000,10+ years,MORTGAGE,60000,MI
5500,1 year,MORTGAGE,9600,CA
5000,2 years,RENT,23000,NY
1500,< 1 year,RENT,30000,MA
10000,5 years,RENT,116000,PA
22400,< 1 year,RENT,85000,FL
3000,< 1 year,RENT,36000,CA
5000,< 1 year,MORTGAGE,20000,CO
10000,< 1 year,OWN,150000,GA
14000,2 years,RENT,55000,NY
12000,< 1 year,RENT,30000,IL
5000,< 1 year,OWN,77000,CT
10000,7 years,MORTGAGE,84000,TX
2000,2 years,RENT,57500,CA
10000,9 years,RENT,103000,CA
5875,< 1 year,MORTGAGE,371000,TX
12000,< 1 year,RENT,38200.08,NJ
24250,9 years,OWN,127500,CT
8000,3 years,RENT,61000,CA
3100,10+ years,MORTGAGE,48000,CT
4325,4 years,OWN,95327.44,CA
6400,7 years,MORTGAGE,1440000,CA
12000,4 years,RENT,85000,MD
5000,3 years,RENT,38400,FL
4000,< 1 year,RENT,18000,FL
8000,< 1 year,RENT,30000,NH
25000,6 years,MORTGAGE,63000,MO
8000,1 year,RENT,123000,CA
12000,2 years,RENT,74000,OH
20000,5 years,OWN,84000,OH
6000,4 years,MORTGAGE,59959,TX
5600,4 years,RENT,56000,IL
3000,< 1 year,RENT,54000,NY
3000,< 1 year,MORTGAGE,52000,MO
3250,< 1 year,OWN,28000,NY
25000,10+ years,MORTGAGE,98000,GA
10000,2 years,MORTGAGE,44500,LA
10000,10+ years,OWN,85000,NJ
10000,1 year,RENT,48000,PA
6000,< 1 year,RENT,51541.36,TX
7500,2 years,RENT,57000,PA
24250,< 1 year,MORTGAGE,200000,NY
22000,8 years,RENT,89650,NV
15000,2 years,MORTGAGE,87000,CA
5000,1 year,RENT,40000,MA
8000,1 year,RENT,65000,NY
14400,2 years,OWN,115000,IL
12000,2 years,RENT,48715,VA
12000,< 1 year,MORTGAGE,35400,CA
10000,1 year,OWN,45000,CA
8000,2 years,OWN,85000,WV
1800,< 1 year,RENT,39240,MO
3000,10+ years,MORTGAGE,54000,TX
3500,3 years,OWN,14400,LA
8000,5 years,RENT,36000,MA
4800,4 years,RENT,250000,NY
5000,< 1 year,RENT,51200,AZ
3000,2 years,MORTGAGE,45000,WY
1000,3 years,OWN,25200,FL
11000,5 years,OWN,46976,OH
10000,7 years,MORTGAGE,82500,TX
25000,2 years,MORTGAGE,105000,TX
5500,1 year,MORTGAGE,32400,NY
20000,< 1 year,RENT,125000,CA
1600,2 years,MORTGAGE,33300,UT
13000,< 1 year,RENT,60000,WA
8000,5 years,RENT,52000,NY
23000,5 years,RENT,112000,DC
14500,< 1 year,RENT,30600,WA
19000,4 years,RENT,48384,TX
5500,5 years,OWN,87000,MD
2500,6 years,MORTGAGE,31323,IL
9975,1 year,RENT,24148,CA
10000,10+ years,RENT,36000,CO
7000,7 years,RENT,56000,TX
13000,< 1 year,RENT,39600,WA
12000,6 years,OWN,40000,CA
10000,< 1 year,RENT,40000,NY
20000,4 years,RENT,120000,CO
9600,6 years,MORTGAGE,70800,OH
7000,6 years,OWN,150000,OR
19000,4 years,RENT,39900,TX
7000,10+ years,MORTGAGE,26000,AR
2000,2 years,RENT,32000,CA
6000,4 years,MORTGAGE,200000,CT
13500,< 1 year,MORTGAGE,48526.8,NY
8000,5 years,RENT,61000,CA
10400,< 1 year,OWN,42000,NH
9500,1 year,RENT,57000,PA
14600,3 years,OWN,97000,TX
7000,10+ years,MORTGAGE,63000,TX
16000,10+ years,MORTGAGE,53684,OH
20000,2 years,MORTGAGE,65000,CO
4000,2 years,RENT,88000,NY
9475,9 years,OWN,27000,IL
8400,2 years,RENT,33280,OH
6000,10+ years,RENT,45000,IL
15000,< 1 year,OWN,80832,AZ
15000,< 1 year,MORTGAGE,160000,CA
5000,10+ years,MORTGAGE,33600,OK
7000,6 years,RENT,70000,MN
6000,< 1 year,MORTGAGE,14664,PA
9250,3 years,RENT,28800,DC
6000,2 years,RENT,55600,TX
10000,10+ years,MORTGAGE,70000,CA
4900,1 year,RENT,26880,CT
14500,4 years,RENT,28800,FL
2000,4 years,OWN,22000,FL
5600,1 year,RENT,30000,CA
3600,< 1 year,RENT,35000,CO
8000,2 years,RENT,61000,NJ
6800,2 years,RENT,52000,PA
15000,4 years,RENT,35000,TX
10000,9 years,OWN,100000,IL
16000,8 years,RENT,55000,CA
2500,< 1 year,RENT,65000,MN
4750,2 years,OWN,25920,CA
21600,< 1 year,MORTGAGE,313000,MA
18500,2 years,MORTGAGE,108000,IL
16000,< 1 year,RENT,48000,CA
10500,9 years,RENT,58000,PA
10000,3 years,RENT,25000,CA
13000,10+ years,RENT,42000,CA
10000,< 1 year,OWN,91000,LA
10000,5 years,RENT,36000,CA
6000,3 years,RENT,28000,TX
1200,< 1 year,RENT,40000,FL
5000,10+ years,RENT,50000,CT
10800,6 years,RENT,32000,CT
1000,< 1 year,RENT,75000,NJ
9000,6 years,RENT,44482,NY
11000,3 years,RENT,81600,NJ
5000,1 year,RENT,57600,VA
8000,2 years,RENT,85000,NY
5000,< 1 year,MORTGAGE,90000,MA
16000,10+ years,RENT,89100,CA
10000,< 1 year,MORTGAGE,75670,CA
15000,10+ years,RENT,75000,CA
5000,4 years,RENT,60000,CA
18000,4 years,MORTGAGE,56000,NY
1500,5 years,RENT,33000,CA
7500,10+ years,MORTGAGE,62000,OR
24250,10+ years,RENT,168750,HI
25000,< 1 year,RENT,200000,UT
1000,< 1 year,MORTGAGE,25200,CA
3000,< 1 year,RENT,17400,NY
5000,6 years,MORTGAGE,53000,NJ
23200,< 1 year,MORTGAGE,75000,WA
4900,2 years,RENT,107000,WA
6000,< 1 year,MORTGAGE,40000,SC
10000,6 years,RENT,93000,VA
19750,< 1 year,MORTGAGE,125000,MA
5000,< 1 year,RENT,90000,FL
3500,3 years,MORTGAGE,29000,AZ
25000,10+ years,MORTGAGE,112000,CO
3250,< 1 year,RENT,6000,NJ
15000,2 years,RENT,80000,CA
16000,8 years,RENT,120000,OR
5000,3 years,MORTGAGE,50000,MD
16000,10+ years,MORTGAGE,89000,MD
10000,< 1 year,RENT,80000,AL
6000,5 years,RENT,50000,FL
10000,5 years,RENT,53000,NY
9500,2 years,RENT,36000,IL
9800,4 years,RENT,60000,FL
8500,2 years,MORTGAGE,49000,NY
7000,10+ years,MORTGAGE,54000,FL
4000,4 years,OWN,133000,CA
5000,7 years,RENT,85000,KY
4800,10+ years,MORTGAGE,98000,NJ
15250,9 years,RENT,36100,WI
15000,4 years,RENT,65000,OH
12000,9 years,RENT,55000,MD
4000,3 years,RENT,22000,OR
10000,9 years,MORTGAGE,35360,PA
17000,10+ years,MORTGAGE,46654.4,TX
8000,2 years,MORTGAGE,60000,UT
24000,10+ years,MORTGAGE,180488.08,WA
14000,< 1 year,OWN,31200,CA
5000,2 years,RENT,43900,GA
2000,1 year,MORTGAGE,80000,WA
8000,10+ years,MORTGAGE,114400,PA
5000,6 years,RENT,27972,MI
10000,10+ years,RENT,50000,TX
4000,3 years,RENT,39000,CA
9250,< 1 year,MORTGAGE,66000,GA
25000,10+ years,MORTGAGE,75000,IL
1200,10+ years,MORTGAGE,60000,DE
4200,2 years,RENT,30000,MI
6000,10+ years,RENT,57016.44,TX
15250,4 years,OWN,55000,FL
16000,10+ years,RENT,44000,NY
10000,2 years,RENT,110000,CA
6400,< 1 year,MORTGAGE,45600,CA
2000,5 years,RENT,50000,NY
15000,3 years,MORTGAGE,44500,VA
11000,6 years,MORTGAGE,102368,CA
8700,4 years,RENT,28320,CA
15000,3 years,RENT,32240,MA
1200,9 years,MORTGAGE,74000,MA
4400,3 years,RENT,20064,CA
3200,< 1 year,RENT,77000,TX
3400,2 years,MORTGAGE,40000,CA
24250,< 1 year,RENT,120000,CA
6400,9 years,RENT,70775,CA
6000,7 years,OWN,43000,AZ
10000,6 years,RENT,49920,CA
20000,2 years,RENT,55000,CA
8650,4 years,RENT,30000,NM
3000,2 years,MORTGAGE,38500,CO
12000,3 years,RENT,60000,VA
6000,4 years,MORTGAGE,41000,FL
21000,6 years,MORTGAGE,57564,CO
8000,10+ years,RENT,55000,NJ
10200,1 year,RENT,85000,NY
4000,1 year,RENT,21300,TX
8000,4 years,RENT,62400,CA
12000,2 years,RENT,50400,FL
3500,1 year,RENT,74000,HI
5000,2 years,RENT,63000,MD
8400,5 years,RENT,140000,CT
11500,6 years,MORTGAGE,65000,TX
5000,< 1 year,MORTGAGE,52800,FL
6000,8 years,MORTGAGE,900000,TX
11000,6 years,RENT,55000,FL
8000,2 years,RENT,13500,MA
9500,4 years,MORTGAGE,36000,MI
6000,7 years,RENT,42000,WI
2500,7 years,MORTGAGE,53000,LA
7750,< 1 year,RENT,26400,CA
25000,2 years,MORTGAGE,142000,CA
8000,1 year,MORTGAGE,84000,TX
7750,< 1 year,MORTGAGE,23868,NY
23000,< 1 year,MORTGAGE,135000,VA
4500,8 years,OWN,50000,PA
17500,10+ years,MORTGAGE,48000,VA
11000,2 years,RENT,41000,PA
9250,< 1 year,RENT,28000,MI
10000,< 1 year,RENT,52500,MA
10000,4 years,MORTGAGE,62000,CT
4000,7 years,RENT,50000,CA
20000,3 years,MORTGAGE,160000,TX
5200,5 years,RENT,26000,IL
6250,4 years,RENT,29640,FL
20000,7 years,OWN,61000,PA
12000,5 years,RENT,123000,VA
1000,< 1 year,MORTGAGE,36000,PA
1000,2 years,RENT,7000,WV
6000,9 years,RENT,35392.32,CA
18000,7 years,RENT,44000,NY
5000,6 years,RENT,116300,CA
6400,2 years,RENT,30000,MA
12000,1 year,RENT,51500,WI
3750,3 years,RENT,21000,CA
9000,10+ years,RENT,88115,CA
10000,8 years,OWN,68000,MI
12000,10+ years,MORTGAGE,75000,VA
11500,2 years,RENT,34500,IL
2400,6 years,RENT,47652,CA
16000,3 years,OWN,60000,MN
7500,9 years,MORTGAGE,73000,MO
12500,< 1 year,OWN,31000,SC
6500,1 year,RENT,67000,TX
5000,2 years,MORTGAGE,80000,AZ
3000,3 years,RENT,27600,TX
5000,< 1 year,RENT,41280,NY
3500,< 1 year,RENT,42756,PA
12000,6 years,MORTGAGE,95000,CA
12000,3 years,RENT,62500,NY
17000,10+ years,MORTGAGE,97243.52,WA
11500,2 years,OWN,145000,CA
6000,6 years,RENT,50000,AZ
9475,< 1 year,RENT,75000,KS
7000,8 years,MORTGAGE,50000,IL
14400,10+ years,RENT,38000,MN
7500,< 1 year,RENT,50663,NJ
6000,< 1 year,RENT,30000,NY
13000,< 1 year,RENT,90000,FL
10000,< 1 year,MORTGAGE,34000,IL
5000,2 years,OWN,88900,CA
10000,3 years,MORTGAGE,75600,GA
6250,2 years,MORTGAGE,37400,MI
4800,6 years,MORTGAGE,87000,NY
8400,2 years,RENT,55600,WI
12000,2 years,OWN,84400,GA
22000,< 1 year,OWN,135000,IL
2500,1 year,OWN,65000,TX
20000,1 year,RENT,60000,WA
3600,< 1 year,MORTGAGE,75996,NJ
2000,3 years,MORTGAGE,34800,TX
10500,10+ years,MORTGAGE,50000,GA
7000,< 1 year,MORTGAGE,40224,AZ
8400,< 1 year,RENT,50000,CO
4000,< 1 year,RENT,17500,FL
7500,2 years,RENT,36320,SD
7750,< 1 year,MORTGAGE,128000,MD
5000,< 1 year,RENT,16320,WA
5500,< 1 year,OWN,80000,MD
4800,9 years,MORTGAGE,56000,GA
2100,9 years,MORTGAGE,68000,GA
9000,< 1 year,MORTGAGE,72000,CO
8000,4 years,RENT,25000,OH
8000,8 years,RENT,28000,AZ
6000,2 years,RENT,34000,OH
15600,4 years,MORTGAGE,92000,FL
12000,10+ years,OWN,110000,MO
12500,< 1 year,MORTGAGE,55000,MI
1200,< 1 year,RENT,4800,TX
6000,3 years,RENT,30000,NY
6000,3 years,RENT,58000,MA
1000,< 1 year,RENT,45000,SC
25000,3 years,MORTGAGE,71328,MD
8500,2 years,RENT,20000,WI
15750,< 1 year,OWN,48000,AZ
2500,10+ years,MORTGAGE,49600,FL
6500,1 year,RENT,40000,CA
12000,< 1 year,MORTGAGE,200000,PA
18250,10+ years,RENT,56000,CO
15000,5 years,MORTGAGE,112000,KS
5500,10+ years,MORTGAGE,80160,AZ
7000,4 years,RENT,42000,CT
8400,6 years,RENT,50000,NJ
9700,10+ years,RENT,70000,NY
15000,< 1 year,MORTGAGE,88000,TX
12000,4 years,RENT,40000,CA
6000,10+ years,OWN,69996,FL
6000,1 year,RENT,48000,CA
20000,< 1 year,MORTGAGE,120000,CA
21000,3 years,RENT,85000,NY
19000,1 year,MORTGAGE,88200,AZ
24150,1 year,RENT,120000,CA
3000,3 years,RENT,40000,NY
13000,4 years,OWN,33800,MA
4750,10+ years,RENT,19200,TX
15000,< 1 year,OWN,30000,TX
9600,5 years,RENT,73000,NY
25000,5 years,MORTGAGE,900000,PA
14400,5 years,RENT,68000,TX
1800,< 1 year,MORTGAGE,74000,FL
10000,7 years,RENT,32647.6,NY
24000,9 years,OWN,60000,OH
2100,< 1 year,OWN,14400,NY
15000,6 years,RENT,45600,CA
6600,9 years,MORTGAGE,1362000,CO
6500,< 1 year,RENT,20000,FL
2500,< 1 year,RENT,42000,TX
16000,< 1 year,MORTGAGE,204000,PA
24250,10+ years,OWN,70000,MD
9700,4 years,RENT,71000,IL
12000,< 1 year,RENT,30000,NJ
3075,4 years,OWN,25000,IL
12000,2 years,RENT,40046,MD
19000,6 years,RENT,96000,FL
6000,1 year,RENT,35916,CO
4000,3 years,MORTGAGE,55000,MT
18000,9 years,MORTGAGE,85000,TX
9600,2 years,RENT,50000,NY
7600,5 years,OWN,75000,SC
25000,9 years,MORTGAGE,148000,AZ
15000,< 1 year,RENT,81000,CA
19000,10+ years,MORTGAGE,34000,CO
14800,8 years,MORTGAGE,60000,NY
9600,4 years,RENT,58327,NY
20000,1 year,RENT,38900,CO
7725,< 1 year,RENT,48000,PA
8000,< 1 year,RENT,16000,NJ
14000,10+ years,MORTGAGE,77000,MA
12000,6 years,RENT,32000,SC
16000,1 year,RENT,50000,NY
4500,< 1 year,RENT,32000,GA
9000,1 year,RENT,55029,CO
10000,< 1 year,RENT,62400,NY
2725,3 years,RENT,50000,FL
8000,< 1 year,RENT,115000,CA
9000,1 year,RENT,85000,VA
1600,< 1 year,RENT,25200,CA
2600,2 years,RENT,40792,CT
5000,8 years,RENT,16800,IL
12000,6 years,RENT,70000,CO
20000,< 1 year,RENT,54000,NY
15000,4 years,MORTGAGE,175500,OR
2500,< 1 year,RENT,17352,GA
3200,1 year,RENT,42000,CA
10000,3 years,MORTGAGE,63000,CT
4000,3 years,OWN,44000,NV
8000,< 1 year,RENT,41000,NJ
25000,< 1 year,OWN,86500,MD
24250,2 years,RENT,136000,KS
20000,7 years,RENT,112000,NY
1800,3 years,RENT,58000,CA
5000,1 year,RENT,45000,CA
15250,7 years,RENT,59000,CA
17000,6 years,RENT,55000,GA
19975,9 years,RENT,125000,FL
15000,4 years,MORTGAGE,108600,CA
6000,3 years,RENT,30000,CA
9000,10+ years,OWN,110000,MD
1800,2 years,RENT,24000,SC
4750,1 year,OWN,12996,IL
24150,10+ years,MORTGAGE,103500,NY
6400,10+ years,RENT,21120,OH
3500,1 year,RENT,12000,AL
8000,5 years,RENT,44000,GA
3500,1 year,RENT,35000,VA
3500,4 years,RENT,43000,NJ
25000,1 year,MORTGAGE,110000,OH
2100,1 year,RENT,34560,CA
8000,1 year,OWN,30000,PA
15000,3 years,OWN,32000,PA
25000,10+ years,MORTGAGE,348000,CA
15250,9 years,MORTGAGE,109000,MA
14000,7 years,OWN,58000,CA
10000,1 year,MORTGAGE,56000,MI
3000,3 years,MORTGAGE,84996,NJ
6800,10+ years,RENT,77182,OH
13000,10+ years,RENT,24000,CA
14975,2 years,RENT,30000,IL
11975,1 year,RENT,42000,CA
9000,7 years,RENT,50000,VA
5000,8 years,RENT,40000,FL
13000,4 years,RENT,75000,NY
11000,10+ years,RENT,33600,CA
10000,9 years,MORTGAGE,82000,WA
25000,4 years,RENT,56000,NJ
3000,3 years,RENT,32000,NY
5000,3 years,RENT,30000,TX
14000,3 years,RENT,48300,PA
6000,9 years,OWN,50500,AL
4000,3 years,RENT,24543.84,NY
9200,1 year,MORTGAGE,68000,CA
22000,10+ years,MORTGAGE,64800,WV
10000,1 year,RENT,68000,CA
2000,6 years,RENT,50252,NY
13000,9 years,RENT,52128,CA
6000,1 year,MORTGAGE,34980,UT
12000,10+ years,MORTGAGE,54000,NH
5000,6 years,MORTGAGE,200000,IL
6000,3 years,MORTGAGE,59000,CA
15000,2 years,RENT,67000,DC
20000,4 years,RENT,70000,CA
1600,4 years,RENT,68000,WA
15000,8 years,MORTGAGE,101000,OR
7500,1 year,OWN,33000,KS
11200,10+ years,OWN,51300,CA
12000,7 years,MORTGAGE,30000,WI
12000,5 years,OWN,51750,FL
19950,3 years,MORTGAGE,73580,NJ
11000,7 years,MORTGAGE,88000,AR
1500,1 year,RENT,50000,NV
4000,1 year,MORTGAGE,18000,CO
4000,1 year,MORTGAGE,45000,FL
21000,1 year,MORTGAGE,61000,AZ
4800,1 year,RENT,13440,GA
15000,3 years,RENT,190000,TX
14000,3 years,RENT,42900,OK
15000,9 years,MORTGAGE,75000,VA
3600,1 year,RENT,60000,IL
19000,5 years,RENT,54586,CA
15000,1 year,OWN,62000,DC
4000,1 year,RENT,26000,WV
3600,2 years,RENT,35000,CA
7500,10+ years,RENT,30000,PA
6400,5 years,MORTGAGE,61193.6,AL
18250,2 years,RENT,42996,CO
14500,10+ years,RENT,100000,LA
6250,1 year,RENT,27311,NY
25000,3 years,MORTGAGE,112000,NJ
10000,10+ years,MORTGAGE,88500,FL
7000,8 years,MORTGAGE,79618,IL
9250,1 year,RENT,24000,HI
13200,1 year,MORTGAGE,66000,SC
20000,10+ years,OWN,67000,KS
7000,1 year,OWN,96000,LA
2000,1 year,RENT,24000,FL
7000,3 years,RENT,60000,NJ
12000,7 years,MORTGAGE,75000,FL
10000,< 1 year,MORTGAGE,200000,PA
25000,4 years,RENT,94800,CA
7000,1 year,OWN,31200,VA
5000,10+ years,OWN,67068.42,OR
5000,3 years,MORTGAGE,50000,NH
20000,5 years,RENT,51000,CT
5000,6 years,RENT,72000,GA
15000,10+ years,MORTGAGE,88800,TX
18000,3 years,MORTGAGE,40000,CA
18000,5 years,RENT,85000,CA
11000,10+ years,RENT,45000,CA
11000,10+ years,RENT,21000,MD
10200,10+ years,MORTGAGE,60000,IL
19750,6 years,RENT,30000,IL
2500,10+ years,MORTGAGE,146000,CA
12000,< 1 year,OWN,23004,NY
11200,5 years,OWN,235000,TX
10000,4 years,OWN,60000,FL
10000,3 years,MORTGAGE,40000,PA
13000,6 years,RENT,29000,NY
10000,1 year,RENT,48000,NJ
25000,1 year,MORTGAGE,123917.64,OK
20000,1 year,MORTGAGE,82000,TX
10000,3 years,RENT,110000,NY
11000,4 years,RENT,50000,CA
5000,10+ years,MORTGAGE,75000,OH
7200,1 year,RENT,111000,CA
15000,10+ years,RENT,43680,CA
6000,10+ years,RENT,89772,CA
3600,< 1 year,RENT,110000,NJ
18000,5 years,MORTGAGE,120000,MI
12500,1 year,RENT,41000,GA
5500,1 year,MORTGAGE,36789.24,MO
3100,1 year,MORTGAGE,80000,FL
15000,4 years,RENT,54000,CA
2000,4 years,OWN,36000,GA
25000,4 years,RENT,66000,KS
8000,2 years,RENT,37500,OH
1500,5 years,RENT,40000,GA
5000,1 year,RENT,35000,MI
1000,10+ years,RENT,30035,OH
11000,10+ years,RENT,27000,PA
1600,1 year,OWN,6000,TX
4000,3 years,MORTGAGE,60000,OR
5000,7 years,RENT,43200,CO
1500,1 year,RENT,10800,TX
2400,1 year,RENT,37800,NY
10000,1 year,MORTGAGE,60000,MI
4800,3 years,MORTGAGE,110000,CA
4000,10+ years,MORTGAGE,70000,MD
7000,7 years,OWN,60000,MD
8000,3 years,OWN,175000,MA
3000,4 years,MORTGAGE,51480,VA
10000,10+ years,OWN,25800,TX
21000,1 year,MORTGAGE,70224,WY
10000,4 years,RENT,68500,VA
8400,7 years,OWN,90000,OH
15000,8 years,MORTGAGE,101500,CA
5000,1 year,RENT,40000,FL
24250,1 year,RENT,118320,FL
6000,1 year,RENT,47928,CA
1500,1 year,MORTGAGE,20000,MO
8000,3 years,OWN,41200,NY
3425,1 year,MORTGAGE,77078.47,IL
10000,1 year,RENT,36000,CA
3000,4 years,OWN,30000,NY
14000,3 years,RENT,55000,FL
24000,< 1 year,RENT,150000,NY
25000,3 years,MORTGAGE,117000,NJ
6500,3 years,MORTGAGE,46800,FL
14400,7 years,MORTGAGE,73000,GA
24000,8 years,MORTGAGE,63324,AR
13400,8 years,RENT,35000,NY
4750,5 years,RENT,27840,NV
8400,6 years,MORTGAGE,35000,IL
10000,< 1 year,RENT,25000,PA
5000,3 years,OWN,40000,OH
7500,1 year,RENT,49000,GA
7000,10+ years,OWN,149385,VA
4800,3 years,RENT,55000,CA
7000,3 years,RENT,67000,NY
4000,1 year,RENT,28800,FL
4900,1 year,RENT,74000,MD
5000,10+ years,MORTGAGE,88000,TX
6000,5 years,RENT,36000,TX
3200,3 years,RENT,24000,CA
14400,1 year,RENT,61000,NY
7500,10+ years,MORTGAGE,120000,CA
20000,4 years,RENT,65000,NV
2500,7 years,OWN,15360,NY
5500,7 years,MORTGAGE,52000,FL
1750,2 years,RENT,22000,CA
15000,3 years,RENT,47000,CA
17000,4 years,RENT,33852,NY
7925,1 year,MORTGAGE,720000,CT
6000,2 years,RENT,38000,WI
15000,5 years,MORTGAGE,75000,MD
10000,7 years,RENT,30000,CA
6400,< 1 year,OWN,29120,TX
6500,10+ years,MORTGAGE,86044,FL
16000,1 year,MORTGAGE,171200,GA
25000,1 year,RENT,125000,CA
14400,3 years,RENT,36000,CA
24250,10+ years,RENT,126000,NY
24250,10+ years,RENT,104000,CA
4400,1 year,MORTGAGE,85000,CT
1500,10+ years,RENT,35400,OH
12800,5 years,RENT,40000,TX
13750,10+ years,MORTGAGE,56000,AZ
4100,3 years,RENT,30000,OR
8150,6 years,RENT,56000,TX
6000,10+ years,MORTGAGE,60380,NY
12000,5 years,OWN,33009,OH
7500,1 year,RENT,50000,CA
20000,7 years,MORTGAGE,62400,AZ
6000,10+ years,MORTGAGE,53360.32,CA
12000,2 years,RENT,90000,NY
14000,5 years,MORTGAGE,480000,CO
3000,4 years,MORTGAGE,90000,NJ
25000,1 year,RENT,52000,NY
17500,1 year,RENT,58100,NY
6000,7 years,MORTGAGE,41000,KY
10000,1 year,RENT,75000,CA
10000,1 year,OWN,38000,CA
14000,8 years,MORTGAGE,49000,OH
5500,1 year,RENT,40000,CA
25000,10+ years,MORTGAGE,235800,CA
11000,9 years,MORTGAGE,80500,PA
21600,2 years,OWN,95000,GA
1750,2 years,OWN,15000,NY
2000,2 years,MORTGAGE,26000,AL
12200,4 years,OWN,28000,DE
13000,3 years,OWN,67000,MN
5000,1 year,OWN,20000,IL
6000,1 year,RENT,36400,FL
2000,1 year,RENT,38000,FL
5000,1 year,RENT,32000,TX
24250,1 year,RENT,71935,NJ
6000,5 years,MORTGAGE,50000,LA
4000,1 year,RENT,30000,MN
5000,1 year,RENT,15000,PA
2800,4 years,RENT,56000,AZ
3000,9 years,OWN,33600,TX
13050,2 years,RENT,63000,NJ
1400,1 year,RENT,40000,AL
5000,10+ years,OWN,35000,CT
15000,< 1 year,MORTGAGE,130920,CA
3000,1 year,RENT,360000,CA
16000,6 years,RENT,39000,MI
3000,9 years,RENT,56400,NY
4200,9 years,RENT,71000,MD
6000,< 1 year,RENT,80000,TX
9800,2 years,RENT,38400,NY
10000,< 1 year,MORTGAGE,86807,CA
9000,10+ years,RENT,36000,GA
5000,5 years,RENT,50000,NY
12000,8 years,RENT,57720,IL
12000,1 year,RENT,50000,IL
2400,3 years,RENT,45000,OH
5125,1 year,MORTGAGE,78000,NY
11525,< 1 year,RENT,30000,MO
24250,1 year,RENT,200000,MA
15900,10+ years,MORTGAGE,69000,KY
18000,1 year,MORTGAGE,74900,OK
